gpu,solver_key,solver,divergence,dim,ensemble_size,solve_time_ms,mean_steps,step_std,step_cv,normalized_solve_time_ms_per_step,step_variance,min_steps,max_steps,rejected_steps_mean
NVIDIA GeForce RTX 4070 SUPER,tsit5,JAX Tsit5,1.0,3,1000,23.231400176882744,414.151,187.09331925301103,0.45175146082711626,0.05609403376276465,35003.91010910911,49,723,54.031
NVIDIA GeForce RTX 4070 SUPER,tsit5,JAX Tsit5,1.25,3,1000,27.852224791422486,365.504,196.94564623664968,0.5388330804495974,0.07620224345403193,38787.58757157157,45,721,46.621
NVIDIA GeForce RTX 4070 SUPER,tsit5,JAX Tsit5,1.5,3,1000,22.937200218439102,364.326,179.44302584253177,0.49253422989995704,0.06295790094157183,32199.79952352352,50,723,46.248
NVIDIA GeForce RTX 4070 SUPER,tsit5,JAX Tsit5,2.0,3,1000,23.08926242403686,418.942,185.14218391351082,0.4419279611820033,0.05511326728768388,34277.62826426426,52,728,54.795
NVIDIA GeForce RTX 4070 SUPER,tsit5,JAX Tsit5,3.0,3,1000,40.95570221543312,619.016,331.3763933325035,0.5353276705812184,0.0661625906526376,109810.31405805807,49,1302,88.401
NVIDIA GeForce RTX 4070 SUPER,tsit5,JAX Tsit5,4.0,3,1000,57.89298280142248,856.753,512.1018202128023,0.5977239883756489,0.06757254751535445,262248.27426526527,51,1848,129.351
NVIDIA GeForce RTX 4070 SUPER,tsit5,JAX Tsit5,6.0,3,1000,91.61875420249999,1362.24,867.3540473436689,0.6367116274251738,0.06725595651463764,752303.0434434434,53,2936,218.696
NVIDIA GeForce RTX 4070 SUPER,tsit5,JAX Tsit5,8.0,3,1000,124.48392622172832,1878.58,1200.550613416767,0.6390734562365015,0.06626490552530546,1441321.7753753753,49,3994,309.66
NVIDIA GeForce RTX 4070 SUPER,tsit5,JAX Tsit5,10.0,3,1000,156.37495080009103,2399.585,1515.8510392344456,0.6317138335314004,0.06516749804657515,2297804.3731481484,51,5027,400.576
NVIDIA GeForce RTX 4070 SUPER,tsit5,JAX Tsit5,12.0,3,1000,188.448424404487,2921.511,1821.2284230287664,0.6233857832569402,0.0645037531621435,3316872.9688478475,60,6061,491.583
NVIDIA GeForce RTX 4070 SUPER,tsit5,JAX Tsit5,16.0,3,1000,252.49422737397254,3957.117,2425.6985523303956,0.6129964194463786,0.0638076224114608,5884013.466777777,82,8128,671.832
NVIDIA GeForce RTX 4070 SUPER,tsit5,JAX Tsit5,24.0,3,1000,378.24515677057207,6007.417,3619.1725716265883,0.6024506991318546,0.06296302666696386,13098410.103214214,51,12189,1029.123
NVIDIA GeForce RTX 4070 SUPER,tsit5,JAX Tsit5,32.0,3,1000,503.09546962380415,8042.334,4794.23562642531,0.5961249093142998,0.06255590350062608,22984695.241685685,52,16222,1382.738
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,0.0,3,1000,6.271965615451336,712.0,0.0,0.0,0.008808940471139518,0.0,712,712,99.0
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,0.1,3,1000,6.325365789234638,693.605,16.8273626910201,0.024260728643853632,0.009119550449080728,283.1601351351352,660,724,100.512
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,0.2,3,1000,6.335901794955134,663.397,35.123026891457094,0.052944205191547584,0.009550694071506403,1233.6270180180181,591,724,95.0
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,0.30000000000000004,3,1000,6.312535982578993,633.498,52.76783528287323,0.08329597770296548,0.009964571289221106,2784.4444404404408,541,724,89.769
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,0.4,3,1000,6.311169825494289,603.312,70.31047018914194,0.11654081170131199,0.010460872360394438,4943.562218218218,463,724,84.59
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,0.5,3,1000,6.295571569353342,573.064,88.56655089783015,0.1545491444198731,0.010985808861407003,7844.033937937938,421,723,79.428
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,0.6000000000000001,3,1000,6.30868780426681,542.178,107.43878912855175,0.19816146934872264,0.011635824036140918,11543.093409409408,347,723,74.045
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,0.7000000000000001,3,1000,6.363517791032791,511.552,125.68515446962722,0.24569379939796387,0.012439630362177826,15796.758054054055,290,723,69.23
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,0.8,3,1000,6.272079609334469,480.068,144.970444594082,0.30197897921561534,0.013064981647046812,21016.429805805805,222,724,64.193
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,0.9,3,1000,6.295349774882197,447.988,164.91641907730497,0.36812686741007566,0.014052496439373816,27197.42528128128,155,725,59.115
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,1.0,3,1000,6.286089820787311,414.151,187.09331925301103,0.45175146082711626,0.0151782558071508,35003.91010910911,49,723,54.031
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,1.25,3,1000,6.3032513950020075,365.504,196.94564623664968,0.5388330804495974,0.017245369120452873,38787.58757157157,45,721,46.621
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,1.5,3,1000,6.251301383599639,364.326,179.44302584253177,0.49253422989995704,0.01715853763826803,32199.79952352352,50,723,46.248
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,2.0,3,1000,6.338951410725713,418.942,185.14218391351082,0.4419279611820033,0.015130856802912367,34277.62826426426,52,728,54.795
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,3.0,3,1000,10.71754121221602,619.016,331.3763933325035,0.5353276705812184,0.01731383552640969,109810.31405805807,49,1302,88.401
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,4.0,3,1000,15.094566997140646,856.753,512.1018202128023,0.5977239883756489,0.017618341572355912,262248.27426526527,51,1848,129.351
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,6.0,3,1000,23.612430412322283,1362.24,867.3540473436689,0.6367116274251738,0.017333531838972783,752303.0434434434,53,2936,218.696
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,8.0,3,1000,31.9099894259125,1878.58,1200.550613416767,0.6390734562365015,0.01698622865457553,1441321.7753753753,49,3994,309.66
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,10.0,3,1000,40.14925183728337,2399.585,1515.8510392344456,0.6317138335314004,0.016731748130315607,2297804.3731481484,51,5027,400.576
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,12.0,3,1000,48.257170571014285,2921.511,1821.2284230287664,0.6233857832569402,0.01651788084009072,3316872.9688478475,60,6061,491.583
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,16.0,3,1000,64.48987782932818,3957.117,2425.6985523303956,0.6129964194463786,0.01629718753055019,5884013.466777777,82,8128,671.832
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,24.0,3,1000,96.44003119319677,6007.417,3619.1725716265883,0.6024506991318546,0.016053493738356562,13098410.103214214,51,12189,1029.123
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn,numba-cuda Tsit5,32.0,3,1000,128.26084000989795,8042.334,4794.23562642531,0.5961249093142998,0.015948211055384912,22984695.241685685,52,16222,1382.738
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,0.0,3,1000,7.011560583487153,712.0,0.0,0.0,0.00984769744871791,0.0,712,712,99.0
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,0.1,3,1000,7.0708164013922215,693.605,16.827362691020102,0.024260728643853636,0.010194298486014693,283.16013513513525,660,724,100.512
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,0.2,3,1000,7.132358197122812,663.397,35.12302689145709,0.05294420519154757,0.010751266884117372,1233.627018018018,591,724,95.0
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,0.3,3,1000,7.049266621470451,633.498,52.76783528287323,0.08329597770296548,0.011127527824034884,2784.4444404404408,541,724,89.769
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,0.4,3,1000,6.267003994435072,603.312,70.31047018914195,0.116540811701312,0.010387666737003526,4943.562218218219,463,724,84.59
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,0.5,3,1000,6.250918190926313,573.064,88.56655089783014,0.15454914441987308,0.010907888457356097,7844.0339379379375,421,723,79.428
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,0.6,3,1000,6.236350210383534,542.178,107.43878912855175,0.19816146934872264,0.011502403657808939,11543.093409409408,347,723,74.045
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,0.7,3,1000,6.225476181134582,511.552,125.68515446962722,0.24569379939796387,0.012169781725288107,15796.758054054055,290,723,69.23
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,0.8,3,1000,6.217018188908696,480.068,144.97044459408204,0.3019789792156154,0.012950286602957698,21016.42980580581,222,724,64.193
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,0.9,3,1000,6.220796192064881,447.988,164.91641907730497,0.36812686741007566,0.013886077734369852,27197.42528128128,155,725,59.115
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,1.0,3,1000,6.219522375613451,414.151,187.09331925301103,0.45175146082711626,0.015017523501364118,35003.91010910911,49,723,54.031
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,1.25,3,1000,6.175018381327391,365.504,196.94564623664968,0.5388330804495974,0.01689453024133085,38787.58757157157,45,721,46.621
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,1.5,3,1000,6.141164433211088,364.326,179.44302584253177,0.49253422989995704,0.016856234342899182,32199.79952352352,50,723,46.248
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,2.0,3,1000,6.234374176710844,418.942,185.1421839135108,0.4419279611820032,0.014881234578320732,34277.628264264255,52,728,54.795
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,3.0,3,1000,10.610726801678538,619.016,331.3763933325035,0.5353276705812184,0.01714128035733897,109810.31405805807,49,1302,88.401
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,4.0,3,1000,14.963801205158234,856.753,512.1018202128023,0.5977239883756489,0.017465712060720222,262248.27426526527,51,1848,129.351
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,6.0,3,1000,23.455444164574146,1362.24,867.3540473436688,0.6367116274251738,0.017218290583578624,752303.0434434433,53,2936,218.696
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,8.0,3,1000,31.687690410763025,1878.58,1200.550613416767,0.6390734562365015,0.01686789511799499,1441321.7753753753,49,3994,309.66
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,10.0,3,1000,39.804748399183154,2399.585,1515.8510392344454,0.6317138335314003,0.016588180205820237,2297804.373148148,51,5027,400.576
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,12.0,3,1000,47.8971263859421,2921.511,1821.2284230287667,0.6233857832569403,0.016394641808961906,3316872.9688478485,60,6061,491.583
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,16.0,3,1000,63.92968916334212,3957.117,2425.698552330396,0.6129964194463787,0.016155622682711205,5884013.466777778,82,8128,671.832
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,24.0,3,1000,95.79898281954229,6007.417,3619.1725716265883,0.6024506991318546,0.015946784253455734,13098410.103214214,51,12189,1029.123
NVIDIA GeForce RTX 4070 SUPER,tsit5ckn_sorted,numba-cuda Tsit5 sorted,32.0,3,1000,127.3092611692846,8042.334,4794.23562642531,0.5961249093142998,0.01582988982667029,22984695.241685685,52,16222,1382.738
